Khu vực,Địa chỉ,Tên đơn vị,Quận/Huyện,Địa chỉ đầy đủ,Mã BĐS,Tiêu đề,Khoảng cách,Giá (tỷ)
Quận Bình Thạnh,"48 Võ Oanh, Phường 25, Bình Thạnh, Hồ Chí Minh",anh quốc,Quận Bình Thạnh,"Điện Biên Phủ, Phường 22, Quận Bình Thạnh, TPHCM",22502844,Làm ăn khó khăn bán Căn Góc 2PN Nội Thất Cao Cấp Vinhomes Central Park,4.234895,2.785
Quận Bình Thạnh,"48 Võ Oanh, Phường 25, Bình Thạnh, Hồ Chí Minh",anh quốc,Quận Bình Thạnh,"Điện Biên Phủ, Phường 22, Quận Bình Thạnh, TPHCM",22502838,Cần tiền bán gấp căn Vinhomes Central Park 2PN 76m2 2T565 view thoáng,4.940439,2.565
Quận Bình Thạnh,"48 Võ Oanh, Phường 25, Bình Thạnh, Hồ Chí Minh",anh quốc,Quận Bình Thạnh,"Điện Biên Phủ, Phường 22, Quận Bình Thạnh, TPHCM",22502821,Bán căn hộ cao cấp VINHOMES CENTRAL PARK - LANKMARK 81 BÌNH THẠNH SHR,4.22381,2.425
Quận Bình Thạnh,"48 Võ Oanh, Phường 25, Bình Thạnh, Hồ Chí Minh",anh quốc,Quận Bình Thạnh,"Điện Biên Phủ, Phường 22, Quận Bình Thạnh, TPHCM",22502811,VINHOMES CENTRAL PARK 🎊🎊 Cần chuyển nhượng căn 4PN tầm view triệu đô,4.513504,2.805
Quận Bình Thạnh,"48 Võ Oanh, Phường 25, Bình Thạnh, Hồ Chí Minh",anh quốc,Quận Bình Thạnh,"Điện Biên Phủ, Phường 22, Quận Bình Thạnh, TPHCM",22502862,Nhà đẹp gout sang trọng hot nhất 2024 - Tòa Landmark - Tk:3PN2WC SHR,3.818956,2.825
Quận Bình Thạnh,"48 Võ Oanh, Phường 25, Bình Thạnh, Hồ Chí Minh",anh quốc,Quận Bình Thạnh,"Điện Biên Phủ, Phường 22, Quận Bình Thạnh, TPHCM",22502798,Cần bán 2PN tòa L4 - Vinhomes Central Park - Diện tích: 83m2 2 tỷ 550,4.0512,2.55
Quận Bình Thạnh,"48 Võ Oanh, Phường 25, Bình Thạnh, Hồ Chí Minh",anh quốc,Quận Bình Thạnh,"Điện Biên Phủ, Phường 22, Quận Bình Thạnh, TPHCM",22510952,⚡Cần bán gấp TRƯỚC TẾT căn hộ 3PN VINHOMES CENTRAL PARK 130M2giá 2tỷ50,5.461412,2.05
Quận 1,"131 Cô Bắc, Phường Cô Giang, Quận 1, Hồ Chí Minh",lương thế vinh,Quận 1,"Cô Giang, Phường Cô Giang, Quận 1, TPHCM",22511277,Cần bán căn hộ chung cư cao cấp SOHO RESIDENCE - QUẬN 1 • Vị trí,6.191846,1.59
Quận 1,"131 Cô Bắc, Phường Cô Giang, Quận 1, Hồ Chí Minh",lương thế vinh,Quận 1,"Tôn Đức Thắng, Phường Bến Nghé, Quận 1, TPHCM",22512493,"Cần tiền bán nhanh căn hộ Vinhome Golden River, Quận 1 giá 2 tỷ 585",4.86232,2.585
Quận 1,"131 Cô Bắc, Phường Cô Giang, Quận 1, Hồ Chí Minh",lương thế vinh,Quận 1,"Tôn Đức Thắng, Phường Bến Nghé, Quận 1, TPHCM",22507171,Cần sang lại CH 3pn-2wc Vinhomes Golden River Diện tích 118m2 3T330TR,4.595144,3.33
Quận 1,"131 Cô Bắc, Phường Cô Giang, Quận 1, Hồ Chí Minh",lương thế vinh,Quận 1,"Tôn Đức Thắng, Phường Bến Nghé, Quận 1, TPHCM",22507217,Kẹt tiền bán gấp 🏦VINHOMES GOLDEN RIVER Q1 🏦 ♻️Phòng ngủ: 3pn-2wc ♻️,3.863204,3.22
Quận 1,"131 Cô Bắc, Phường Cô Giang, Quận 1, Hồ Chí Minh",lương thế vinh,Quận 1,"Tôn Đức Thắng, Phường Bến Nghé, Quận 1, TPHCM",22507141,Vinhomes Golden River - Bason Q1 Căn hộ CAO CẤP 2PN DIỆN TÍCH LỚN 83m2,4.826594,2.805
Quận 1,"131 Cô Bắc, Phường Cô Giang, Quận 1, Hồ Chí Minh",lương thế vinh,Quận 1,"Tôn Đức Thắng, Phường Bến Nghé, Quận 1, TPHCM",22507147,"Vinhomes Golden River- Bason Q1 Layout 3PN2WC, View sông 110m2 3T165TR",4.630091,3.165
Quận 1,"131 Cô Bắc, Phường Cô Giang, Quận 1, Hồ Chí Minh",lương thế vinh,Quận 1,"Tôn Đức Thắng, Phường Bến Nghé, Quận 1, TPHCM",22507155,"Bán gấp căn hộ 1PN VINHOMES GOLDEN RIVER - VIEW THOÁNG, NT mới đẹp SHR",5.291291,2.715
Quận 1,"131 Cô Bắc, Phường Cô Giang, Quận 1, Hồ Chí Minh",lương thế vinh,Quận 1,"Tôn Đức Thắng, Phường Bến Nghé, Quận 1, TPHCM",22507165,Sang nhượng gấp - VINHOMES GOLDEN RIVER Giá bán 3 tỷ 755 triệu 3PN2WC,3.921844,3.755
Quận 1,"131 Cô Bắc, Phường Cô Giang, Quận 1, Hồ Chí Minh",lương thế vinh,Quận 1,"Tôn Đức Thắng, Phường Bến Nghé, Quận 1, TPHCM",22507182,Bán siêu phẩm vòng cung BITEXCO VINHOMES GOLDEN RIVER-BASON 3PN-CÓ SỔ,4.053835,3.56
Quận 1,"131 Cô Bắc, Phường Cô Giang, Quận 1, Hồ Chí Minh",lương thế vinh,Quận 1,"Tôn Đức Thắng, Phường Bến Nghé, Quận 1, TPHCM",22507189,CHÍNH CHỦ bán Căn hộ trống lại tại Vinhomes Golden River DT:62m2 2T585,4.480101,2.585
Quận 1,"131 Cô Bắc, Phường Cô Giang, Quận 1, Hồ Chí Minh",lương thế vinh,Quận 1,"Tôn Đức Thắng, Phường Bến Nghé, Quận 1, TPHCM",22507201,CẦN BÁN VINHOMES GOLDEN RIVER QUẬN 1 Căn hộ cao cấp view City 79m2 SHR,4.665994,2.995
Quận 1,"131 Cô Bắc, Phường Cô Giang, Quận 1, Hồ Chí Minh",lương thế vinh,Quận 1,"Tôn Đức Thắng, Phường Bến Nghé, Quận 1, TPHCM",22507212,"Vinhomes Golden River, Toà A3 3PN - Căn hộ - 98.9m2 giá 3 tỷ 875 triệu",3.578364,3.875
Quận 1,"131 Cô Bắc, Phường Cô Giang, Quận 1, Hồ Chí Minh",lương thế vinh,Quận 1,"Cô Giang, Phường Cô Giang, Quận 1, TPHCM",22507731,Ngay Cô Giang SOHO RESIDENCE - QUẬN 1 60m² giá 1tỷ620 2PN tiện ích đđ,5.700478,1.62
Quận 1,"131 Cô Bắc, Phường Cô Giang, Quận 1, Hồ Chí Minh",lương thế vinh,Quận 1,"Tôn Đức Thắng, Phường Bến Nghé, Quận 1, TPHCM",22506871,{CẦN BÁN} Vinhomes Golden River Q1 CH 2PN-2WC tầng cao DT:74m2 full nt,5.025006,2.545
Quận 1,"131 Cô Bắc, Phường Cô Giang, Quận 1, Hồ Chí Minh",lương thế vinh,Quận 1,"Tôn Đức Thắng, Phường Bến Nghé, Quận 1, TPHCM",22507540,Căn hộ 3Pn góc vòng cung nội thất cao cấp 🔥 VINHOMES GOLDEN RIVER -,4.717969,2.485
Quận 1,"131 Cô Bắc, Phường Cô Giang, Quận 1, Hồ Chí Minh",lương thế vinh,Quận 1,"Trần Nhật Duật, Phường Tân Định, Quận 1, TPHCM",22519522,"Chủ nhà cần bán gấp CC 2A Trần Nhật Duật Q.1. 65m2, 2P, sổ hồng",4.113283,3.3
Quận 1,"131 Cô Bắc, Phường Cô Giang, Quận 1, Hồ Chí Minh",lương thế vinh,Quận 1,"Tôn Đức Thắng, Phường Bến Nghé, Quận 1, TPHCM",22505483,"Thiếu tiền trả nợ bán gấp căn hộ Vinhome Golden River, Quận 1 2 tỷ 369",4.239721,2.369
Quận 1,"131 Cô Bắc, Phường Cô Giang, Quận 1, Hồ Chí Minh",lương thế vinh,Quận 1,"Võ Văn Kiệt, Phường Cầu Kho, Quận 1, TPHCM",22505477,"Cần bán căn hộ cao cấp chung cư Zenity 2PN2WC, nội thất đầy đủ",5.060588,1.654
Quận 1,"131 Cô Bắc, Phường Cô Giang, Quận 1, Hồ Chí Minh",lương thế vinh,Quận 1,"Nguyễn Thị Minh Khai, Phường Bến Thành, Quận 1, TPHCM",22520706,"Bán căn hộ chung cư Sailing Tower Quận 1. DT 80m2, 2P, 2WC, Giá 7,2 tỷ",2.654196,7.2
Quận 1,"131 Cô Bắc, Phường Cô Giang, Quận 1, Hồ Chí Minh",lương thế vinh,Quận 1,"Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1, TPHCM",22521210,"Bán chung cư Indochina, 04 Nguyễn Đình Chiểu, Q1. DT 76m, Giá 4,95 tỷ",3.383816,4.95
Quận 1,"131 Cô Bắc, Phường Cô Giang, Quận 1, Hồ Chí Minh",lương thế vinh,Quận 1,"Tôn Đức Thắng, Phường Bến Nghé, Quận 1, TPHCM",22502870,Trả tiền ngân hàng bán gấp CH Vinhomes Bason Golden River Q1 50m2 1PN,4.291972,3.01
Quận 1,"131 Cô Bắc, Phường Cô Giang, Quận 1, Hồ Chí Minh",lương thế vinh,Quận 1,"Tôn Đức Thắng, Phường Bến Nghé, Quận 1, TPHCM",22502877,Vinhomes Golden River ⚡️⚡️ Siêu phẩm CĂN HỘ giá tốt * 3 Phòng ngủ *,4.180261,3.705
Quận 1,"131 Cô Bắc, Phường Cô Giang, Quận 1, Hồ Chí Minh",lương thế vinh,Quận 1,"Võ Văn Kiệt, Phường Cô Giang, Quận 1, TPHCM",22503015,"BÁN căn hộ cao cấp, cực kỳ sang trọng, 2PN, CENTRAL GARDEN Q1 2 tỷ 140",5.279696,2.14
Quận 1,"131 Cô Bắc, Phường Cô Giang, Quận 1, Hồ Chí Minh",lương thế vinh,Quận 1,"Tôn Đức Thắng, Phường Bến Nghé, Quận 1, TPHCM",22502909,Cần tiền trả nợ bán gấp CH VINHOMSE BASON Tk: 3PN2WC 121m2 3 tỷ 470 tr,4.654804,3.47
Quận 1,"131 Cô Bắc, Phường Cô Giang, Quận 1, Hồ Chí Minh",lương thế vinh,Quận 1,"Tôn Đức Thắng, Phường Bến Nghé, Quận 1, TPHCM",22502920,💥VINHOMES GOLDEN RIVER💥 💰Giá bán: 3 tỷ 615 tr 3PN 2WC 110m2 LH:Bình,4.370606,3.615
Quận 1,"131 Cô Bắc, Phường Cô Giang, Quận 1, Hồ Chí Minh",lương thế vinh,Quận 1,"Tôn Đức Thắng, Phường Bến Nghé, Quận 1, TPHCM",22502934,[ Vinhomes Golden River- Bason ] 🍒 [ CHUYỂN NHƯỢNG] SỞ HỮU LÂU DÀI -,4.612993,3.28
Quận 1,"131 Cô Bắc, Phường Cô Giang, Quận 1, Hồ Chí Minh",lương thế vinh,Quận 1,"Tôn Đức Thắng, Phường Bến Nghé, Quận 1, TPHCM",22502927,Chuyển nhượng gấp 2PN SỔ HỒNG 2 TỶ 295 TR ALL IN Vinhomes Golden River,3.43262,3.295
Quận 1,"131 Cô Bắc, Phường Cô Giang, Quận 1, Hồ Chí Minh",lương thế vinh,Quận 1,"Tôn Đức Thắng, Phường Bến Nghé, Quận 1, TPHCM",22502915,📣[Bán] căn hộ Vinhomes Golden River (Ba Son Q.1) - 2PN2WC 3 tỷ 335 tr,3.677701,3.335
Quận 1,"131 Cô Bắc, Phường Cô Giang, Quận 1, Hồ Chí Minh",lương thế vinh,Quận 1,"Tôn Đức Thắng, Phường Bến Nghé, Quận 1, TPHCM",22502900,Ngộp thở oxi bán gấp CĂN HỘ 2 PHÒNG NGỦ VINHOMES GOLDEN RIVER 3 tỷ 525,3.725599,3.525
Quận 1,"131 Cô Bắc, Phường Cô Giang, Quận 1, Hồ Chí Minh",lương thế vinh,Quận 1,"Tôn Đức Thắng, Phường Bến Nghé, Quận 1, TPHCM",22502896,Bán căn hộ vinhomes Bason 3 phòng ngủ Sỡ hữu lâu dài Sổ Hồng cầm tay,3.79203,3.87
Quận 1,"131 Cô Bắc, Phường Cô Giang, Quận 1, Hồ Chí Minh",lương thế vinh,Quận 1,"Tôn Đức Thắng, Phường Bến Nghé, Quận 1, TPHCM",22502886,Giá rẻ nhất! Vinhome Golden River (Ba Son) Quận 1 DT:100m2 3 tỷ 655 tr,3.614602,3.655
Quận 1,"131 Cô Bắc, Phường Cô Giang, Quận 1, Hồ Chí Minh",lương thế vinh,Quận 1,"Tôn Đức Thắng, Phường Bến Nghé, Quận 1, TPHCM",22504473,Bán căn hộ vinhomes Bason 3 phòng ngủ Sỡ hữu lâu dài Sổ Hồng cầm tay,3.695914,4.25
Quận 1,"131 Cô Bắc, Phường Cô Giang, Quận 1, Hồ Chí Minh",lương thế vinh,Quận 1,"Võ Văn Kiệt, Phường Cô Giang, Quận 1, TPHCM",22503284,Chính chủ bán căn hộ Central Garden Q1 DT:80m2 2PN2WC giá 2 tỷ 145 tr,5.033893,2.145
Quận 1,"131 Cô Bắc, Phường Cô Giang, Quận 1, Hồ Chí Minh",lương thế vinh,Quận 1,"Trần Quang Khải, Phường Tân Định, Quận 1, TPHCM",22503295,"Cần bán gấp căn hộ Horizon , 69m2 , Quận 1 , 1tỷ510 triệu,",6.27304,1.51
Quận 1,"131 Cô Bắc, Phường Cô Giang, Quận 1, Hồ Chí Minh",lương thế vinh,Quận 1,"Tôn Đức Thắng, Phường Bến Nghé, Quận 1, TPHCM",22504179,Vinhomes Golden River - Luxury Class Q1 Layout 2PN2WC view tầng cao,4.666611,2.935
Quận 1,"131 Cô Bắc, Phường Cô Giang, Quận 1, Hồ Chí Minh",lương thế vinh,Quận 1,"Tôn Đức Thắng, Phường Bến Nghé, Quận 1, TPHCM",22504220,Bán căn hộ VINHOME GOLDEN RIVER BASON 2 phòng ngủ VIEW SÔNG - BITEXCO,4.433677,2.815
Quận 1,"131 Cô Bắc, Phường Cô Giang, Quận 1, Hồ Chí Minh",lương thế vinh,Quận 1,"Trần Nhật Duật, Phường Tân Định, Quận 1, TPHCM",22517184,"Chủ nhà bán gấp CC 2A Trần Nhật Duật Q.1. 65m2, 2P, sổ hồng, căn góc.",4.203656,3.299
Quận 1,"131 Cô Bắc, Phường Cô Giang, Quận 1, Hồ Chí Minh",lương thế vinh,Quận 1,"Tôn Đức Thắng, Phường Bến Nghé, Quận 1, TPHCM",22486930,"Chuyển nhượng Vinhomes Bason 1PN diện tích 50m2/ full NT/4,750 tỷ full",3.583115,4.75
Quận 1,"131 Cô Bắc, Phường Cô Giang, Quận 1, Hồ Chí Minh",lương thế vinh,Quận 1,"Tôn Đức Thắng, Phường Bến Nghé, Quận 1, TPHCM",22486942,"Vinhomes Bason 1PN diện tích 50m2/ full NT/5,5 tỷ view Bitexco",3.161979,5.5
Quận 1,"131 Cô Bắc, Phường Cô Giang, Quận 1, Hồ Chí Minh",lương thế vinh,Quận 1,"Tôn Đức Thắng, Phường Bến Nghé, Quận 1, TPHCM",22486963,"Chuyển nhượng Vinhomes Bason 2PN diện tích 63m2/ full NT/7,5 tỷ",2.544372,7.5
Quận 1,"131 Cô Bắc, Phường Cô Giang, Quận 1, Hồ Chí Minh",lương thế vinh,Quận 1,"Tôn Đức Thắng, Phường Bến Nghé, Quận 1, TPHCM",22503385,💥VINHOMES GOLDEN RIVER💥 💰Giá bán: 2 tỷ 785 tr 3PN 2WC 110m2 LH:Bình,4.828754,2.785
Quận 1,"131 Cô Bắc, Phường Cô Giang, Quận 1, Hồ Chí Minh",lương thế vinh,Quận 1,"Cô Giang, Phường Cô Giang, Quận 1, TPHCM",22503384,Cần bán căn hộ chung cư cao cấp SOHO RESIDENCE - QUẬN 1 giá 2 tỷ 615,4.209218,2.615
Quận 1,"131 Cô Bắc, Phường Cô Giang, Quận 1, Hồ Chí Minh",lương thế vinh,Quận 1,"Cô Giang, Phường Cô Giang, Quận 1, TPHCM",22503174,Cần bán căn hộ chung cư cao cấp SOHO RESIDENCE - QUẬN 1 giá 1 tỷ 620,4.538082,1.62
Quận 1,"131 Cô Bắc, Phường Cô Giang, Quận 1, Hồ Chí Minh",lương thế vinh,Quận 1,"Tôn Đức Thắng, Phường Bến Nghé, Quận 1, TPHCM",22494466,Quản lí trực tiếp bán gấp 5 căn hộ 2PN Vinhomes golden River,1.769275,8.5
Quận 1,"131 Cô Bắc, Phường Cô Giang, Quận 1, Hồ Chí Minh",lương thế vinh,Quận 1,"Tôn Đức Thắng, Phường Bến Nghé, Quận 1, TPHCM",22457492,Lỗ 2 ty bán căn hộ Vinhomes Golden River Quận 1 3PN view sông 18ty,1.03421,18
Quận 1,"131 Cô Bắc, Phường Cô Giang, Quận 1, Hồ Chí Minh",lương thế vinh,Quận 1,"Tôn Đức Thắng, Phường Bến Nghé, Quận 1, TPHCM",22457479,"Gía siêu tốt bán căn hộ Vinhomes Golden River 1PN 4,8ty",3.151195,4.8
Quận 1,"131 Cô Bắc, Phường Cô Giang, Quận 1, Hồ Chí Minh",lương thế vinh,Quận 1,"Tôn Đức Thắng, Phường Bến Nghé, Quận 1, TPHCM",22457504,"Sốc bán căn hộ Vinhomes Golden River Quận 1 3PN 100m2 13,8ty",0.222829,13.8
Quận 1,"131 Cô Bắc, Phường Cô Giang, Quận 1, Hồ Chí Minh",lương thế vinh,Quận 1,"Lê Thánh Tôn, Phường Bến Nghé, Quận 1, TPHCM",22467922,Gấp gấp bán căn hộ Vincom Đồng Khởi Quận 1 3PN đầy đủ nội thất 38ty,0.76766,38
Quận 1,"131 Cô Bắc, Phường Cô Giang, Quận 1, Hồ Chí Minh",lương thế vinh,Quận 1,"Lê Thánh Tôn, Phường Bến Nghé, Quận 1, TPHCM",22467978,"Định cư bán gấp căn hộ Vincom Đồng Khởi Quận 1 4PN, giá 37 tỷ có s",0.727801,37
Quận 1,"131 Cô Bắc, Phường Cô Giang, Quận 1, Hồ Chí Minh",lương thế vinh,Quận 1,"Tôn Đức Thắng, Phường Bến Nghé, Quận 1, TPHCM",22455674,"Lỗ 1ty bán căn hộ Vinhomes Golden River Quận 1 74m2 giá 7,150ty",2.822471,7.1
Quận 1,"131 Cô Bắc, Phường Cô Giang, Quận 1, Hồ Chí Minh",lương thế vinh,Quận 1,"Lý Tự Trọng, Phường Bến Nghé, Quận 1, TPHCM",22452311,Giá tốt bán căn hộ Vincom Đồng Khởi Quận 1 2PN 145m2 giá 27ty,0.563505,27
Quận 1,"131 Cô Bắc, Phường Cô Giang, Quận 1, Hồ Chí Minh",lương thế vinh,Quận 1,"Tôn Đức Thắng, Phường Bến Nghé, Quận 1, TPHCM",22457450,"Bán gấp căn hộ Vinhomes Golden River Quận 1 2PN 74m2 giá 7,1ty",2.721391,7.1
Quận 1,"131 Cô Bắc, Phường Cô Giang, Quận 1, Hồ Chí Minh",lương thế vinh,Quận 1,"Lê Thánh Tôn, Phường Bến Nghé, Quận 1, TPHCM",22467909,Định cư bán nhanh căn hộ Vinhomes Đồng Khởi Quận 1 2PN giá 28 tỷ,0.712466,28
Quận 1,"131 Cô Bắc, Phường Cô Giang, Quận 1, Hồ Chí Minh",lương thế vinh,Quận 1,"Lê Thánh Tôn, Phường Bến Nghé, Quận 1, TPHCM",22485977,Định cư bán căn hộ Vincom Đồng Khởi Quận 1 3PN đầy đủ nội thất 35ty,0.664571,35
Quận 1,"131 Cô Bắc, Phường Cô Giang, Quận 1, Hồ Chí Minh",lương thế vinh,Quận 1,"Tôn Đức Thắng, Phường Bến Nghé, Quận 1, TPHCM",22491155,"Giảm giá sốc bán căn hộ Vinhomes golden River 2PN có sổ 8,5ty",2.757975,8.5
Quận 1,"131 Cô Bắc, Phường Cô Giang, Quận 1, Hồ Chí Minh",lương thế vinh,Quận 1,"Tôn Đức Thắng, Phường Bến Nghé, Quận 1, TPHCM",22491140,"Bán lỗ thị trường 3PN căn hộ Vinhomes Golden River 15,8ty 121m2",1.781999,15.8
Quận 1,"131 Cô Bắc, Phường Cô Giang, Quận 1, Hồ Chí Minh",lương thế vinh,Quận 1,"Tôn Đức Thắng, Phường Bến Nghé, Quận 1, TPHCM",22487183,"Bán căn hộ Vinhomes Golden River 2PN 7,1ty view landmark 81",2.206478,7.1
Quận 1,"131 Cô Bắc, Phường Cô Giang, Quận 1, Hồ Chí Minh",lương thế vinh,Quận 1,"Tôn Đức Thắng, Phường Bến Nghé, Quận 1, TPHCM",22487277,"Hot nhất tháng 3 bán gấp căn hộ Vinhomes Golden River 2PN 7,1ty",3.025362,7.1
Quận 1,"131 Cô Bắc, Phường Cô Giang, Quận 1, Hồ Chí Minh",lương thế vinh,Quận 1,"Lê Thánh Tôn, Phường Bến Nghé, Quận 1, TPHCM",22452306,Chính chủ giá tốt bán nhanh căn hộ Vincom Đồng Khởi Quận 1,0.870132,35
Quận 1,"131 Cô Bắc, Phường Cô Giang, Quận 1, Hồ Chí Minh",lương thế vinh,Quận 1,"Tôn Đức Thắng, Phường Bến Nghé, Quận 1, TPHCM",22457500,Sốc bán căn hộ 3PN 121m2 view sông Vinhomes Golden River Quận 1,0.858678,16
Quận 1,"131 Cô Bắc, Phường Cô Giang, Quận 1, Hồ Chí Minh",lương thế vinh,Quận 1,"Tôn Đức Thắng, Phường Bến Nghé, Quận 1, TPHCM",22500894,CĂN HỘ VIEW SÔNG bán chcc Vinhome Ba Son Q1 50m² giá 2ty500,4.424283,2.5
Quận 1,"131 Cô Bắc, Phường Cô Giang, Quận 1, Hồ Chí Minh",lương thế vinh,Quận 1,"Cô Giang, Phường Cô Giang, Quận 1, TPHCM",22502449,NHÀ FULL NT CỰC ĐẸP bán chcc Soho Residence Q.1 60m² 2PN 1ty520 SHRCC,6.016417,1.52
Quận 1,"131 Cô Bắc, Phường Cô Giang, Quận 1, Hồ Chí Minh",lương thế vinh,Quận 1,"Tôn Đức Thắng, Phường Bến Nghé, Quận 1, TPHCM",22502515,NGỘP BANK BÁN GẤP bán chcc Vinhome Central Park 79m² 2PN2WC giá 1ty285,5.593699,1.285
Quận 1,"131 Cô Bắc, Phường Cô Giang, Quận 1, Hồ Chí Minh",lương thế vinh,Quận 1,"Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1, TPHCM",22514321,"Chủ nhà bán gấp CC Mỹ Đức Q.BT. DT 84m2, 2P, 2WC. Sổ hồng. Giá 4 tỷ",3.607947,4.95
Quận 1,"131 Cô Bắc, Phường Cô Giang, Quận 1, Hồ Chí Minh",lương thế vinh,Quận 1,"Võ Văn Kiệt, Phường Cô Giang, Quận 1, TPHCM",22499591,Chính chủ bán căn hộ Central Garden Q1 DT:80m2 2PN2WC giá 2 tỷ 145 tr,4.141419,2.145
Quận 1,"131 Cô Bắc, Phường Cô Giang, Quận 1, Hồ Chí Minh",lương thế vinh,Quận 1,"Võ Văn Kiệt, Phường Cô Giang, Quận 1, TPHCM",22498953,"THANH LÝ CHCC Central Garden Q1, 65m2 giá hữu nghị 3,49 tỷ SHR",4.457734,3.49
Quận 1,"131 Cô Bắc, Phường Cô Giang, Quận 1, Hồ Chí Minh",lương thế vinh,Quận 1,"Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1, TPHCM",22498960,"SIÊU PHẨM đại hạ giá CH THE MARQ, Q1 73m2 giá còn 2,65 tỷ",4.788185,2.65
Quận 1,"131 Cô Bắc, Phường Cô Giang, Quận 1, Hồ Chí Minh",lương thế vinh,Quận 1,"Bến Chương Dương, Phường Cô Giang, Quận 1, TPHCM",22503230,"THANH TOÁN ĐƠN GIẢN CAO ỐC BMC Q1, 80m2 chỉ với 1,88 tỷ SHR",5.756246,1.88
Quận 1,"131 Cô Bắc, Phường Cô Giang, Quận 1, Hồ Chí Minh",lương thế vinh,Quận 1,"Trần Nhật Duật, Phường Tân Định, Quận 1, TPHCM",22511821,"Cần bán gấp CC 2A Trần Nhật Duật Q.1. 65m2, 2P, sổ hồng, căn góc 3,3 t",4.003753,3.3
Quận 1,"131 Cô Bắc, Phường Cô Giang, Quận 1, Hồ Chí Minh",lương thế vinh,Quận 1,"Cô Giang, Phường Cô Giang, Quận 1, TPHCM",22503221,"VIEW TUYỆT ĐẸP CH Soho Residence Q1, 54m2 giá cực sốc 2,33 tỷ",4.221301,2.33
Quận 1,"131 Cô Bắc, Phường Cô Giang, Quận 1, Hồ Chí Minh",lương thế vinh,Quận 1,"Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1, TPHCM",22503214,"ĐỊNH CƯ NƯỚC NGOÀI bán CH The Marq Q1, 77m2 giá chỉ 2,12 tỷ SHR",4.555938,2.12
Quận 1,"131 Cô Bắc, Phường Cô Giang, Quận 1, Hồ Chí Minh",lương thế vinh,Quận 1,"Tôn Đức Thắng, Phường Bến Nghé, Quận 1, TPHCM",22503210,"MUA ĐỨT BÁN ĐOẠN CH Vinhomes Golden River Q1, 79m2 giá còn 3,27 tỷ",3.4757,3.27
Quận 1,"131 Cô Bắc, Phường Cô Giang, Quận 1, Hồ Chí Minh",lương thế vinh,Quận 1,"Võ Văn Kiệt, Phường Cầu Ông Lãnh, Quận 1, TPHCM",22503205,"KHÓ KHĂN TÀI CHÍNH bán CH D1 Mension Q1, 94m2 giá hot chỉ 2,09 tỷ",5.619551,2.09
Quận 1,"131 Cô Bắc, Phường Cô Giang, Quận 1, Hồ Chí Minh",lương thế vinh,Quận 1,"Hồ Hảo Hớn, Phường Cô Giang, Quận 1, TPHCM",22503198,"CHUYỂN VỀ QUÊ bán CC THẾ HỆ MỚI Q1, 85m2 giá ưu đãi chỉ 2,52 tỷ",4.007057,2.52
Quận 1,"131 Cô Bắc, Phường Cô Giang, Quận 1, Hồ Chí Minh",lương thế vinh,Quận 1,"Lê Duẩn, Phường Bến Nghé, Quận 1, TPHCM",22503189,"VỊ TRÍ VÀNG CH Central Garden Q1, 76m2 giá còn 2,44 tỷ",4.043566,2.44
Quận 1,"131 Cô Bắc, Phường Cô Giang, Quận 1, Hồ Chí Minh",lương thế vinh,Quận 1,"Tôn Đức Thắng, Phường Bến Nghé, Quận 1, TPHCM",22494826,CHẠY GẤP CHCC Vinhome Ba Son Q.1 50m² giá 2ty520 full nt SHRCC TL thêm,4.843257,2.52
Quận 1,"131 Cô Bắc, Phường Cô Giang, Quận 1, Hồ Chí Minh",lương thế vinh,Quận 1,"Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1, TPHCM",22503183,"NHANH TAY KẺO LỠ CH Indochina Park Tower Q1, 55m2 giá còn 1,97 tỷ",5.201795,1.97
Quận 1,"131 Cô Bắc, Phường Cô Giang, Quận 1, Hồ Chí Minh",lương thế vinh,Quận 1,"Trần Quang Khải, Phường Tân Định, Quận 1, TPHCM",22503173,"HIẾM CÓ KHÓ TÌM CH Horizon Tower Q1, 69m2 giá hấp dẫn 2,25 tỷ",4.987987,2.25
Quận 1,"131 Cô Bắc, Phường Cô Giang, Quận 1, Hồ Chí Minh",lương thế vinh,Quận 1,"Tôn Đức Thắng, Phường Bến Nghé, Quận 1, TPHCM",22494634,"Cần bán căn hộ xinh đẹp , xịn sò , 2PN , dự án Vinhomes Golden River",4.699929,2.435
Quận 1,"131 Cô Bắc, Phường Cô Giang, Quận 1, Hồ Chí Minh",lương thế vinh,Quận 1,"Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1, TPHCM",22503524,"Bán chung cư Indochina, 04 Nguyễn Đình Chiểu, Q1 . L11. DT 76m, 4,95 t",3.991308,4.95
Quận 1,"131 Cô Bắc, Phường Cô Giang, Quận 1, Hồ Chí Minh",lương thế vinh,Quận 1,"Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1, TPHCM",22093046,"Bán gấp lỗ, mua giá rẻ Chcc 2pn The Marq, NĐC, P.Đa Kao, Q1",1.917575,11.2
